strike,call_gamma,put_gamma,call_delta,put_delta,call_oi,put_oi,call_vol,put_vol,call_iv,put_iv,call_last,put_last
200.0,2.946554851250846e-08,,1.000000000218271,,784.0,820.0,2.0,1.0,0.0002094645453353987,,6576.25,0.05
400.0,9.821876161654081e-09,0.0,0.9999999998908645,0.0,25.0,15.0,1.0,4.0,0.0002094645452014743,0.00020946357536548332,6203.12,0.05
600.0,3.273952062561077e-09,0.0,1.0000000000545677,0.0,0.0,1108.0,2.0,1.0,0.0002094645450968095,0.00020946357524936348,6102.92,0.03
800.0,-3.601343941689607e-08,0.0,0.9999999997271612,0.0,6.0,2130.0,2.0,30.0,0.00020946454499842402,0.00020946357513530945,5920.11,0.05
1000.0,-2.6191603248005403e-08,9.167821133171903e-08,0.9999999998362967,-0.0001008350730260444,844.0,3838.0,3.0,1.0,0.0002094645448137878,19.66117020420071,5554.3,0.03
1200.0,3.2739454126635702e-09,7.616326797155793e-08,1.0000000000545677,-7.190937943742357e-05,67.0,866.0,1.0,6.0,0.00020946454473824363,17.088316124593295,5789.41,0.08
1400.0,-2.9467006885221388e-08,1.336407448381772e-07,0.9999999996725852,-0.00012330405032353112,19.0,363.0,2.0,3.0,0.00020946279939782007,16.298792437304794,5715.13,0.05
1600.0,1.4424991441029903e-06,1.5815074305587976e-07,0.9980809397656655,-0.0001348147496103108,0.0,462.0,,9.0,19.356753794089038,14.969880245751378,,0.05
1800.0,1.6524377395738856e-06,1.575695966236004e-07,0.9979697408493193,-0.00012102838565211987,1.0,413.0,1.0,1.0,17.807324569922187,13.635869931506267,5105.24,0.13
2000.0,1.8778564722432985e-06,1.8369770285339775e-07,0.9978639447163761,-0.00013118446278472616,13.0,246.0,1.0,1.0,16.426508530057777,12.627498097877199,4987.65,0.05
2200.0,2.3199670756846804e-06,2.131697651402251e-07,0.9974867994556267,-0.0001418127580989429,1.0,501.0,3.0,20.0,15.336440327225464,11.719454233068403,4727.8,0.05
2300.0,3.2739587485649787e-09,1.8499530877767315e-07,0.9999999999454322,-0.00011470848281478459,0.0,292.0,,5.0,0.00020946454429963517,10.958513815330859,,0.05
2400.0,2.70190323555729e-06,3.33704296946166e-07,0.9972540594523396,-0.00021782059064016045,1.0,1689.0,1.0,926.0,14.250781913136805,11.033614874218312,4475.82,0.12
2500.0,1.3095768400660936e-08,2.6499534749205215e-07,1.0000000003274065,-0.00015886307354333665,0.0,8461.0,,1.0,0.000209464544166993,10.46617724682223,,0.05
2600.0,4.800609372336138e-07,3.856821655459751e-07,0.9996975347698283,-0.00023492728096482216,23.0,666.0,1.0,44.0,10.39765592344831,10.239325032910653,4001.33,0.15
2700.0,-1.3095795062503449e-08,3.0577739041579226e-07,0.9999999997817289,-0.00017114222325629336,0.0,7351.0,2.0,6.0,0.00020946454401854034,9.709298662692508,4290.38,0.05
2800.0,5.396516545890095e-07,3.283947979687674e-07,0.9996839396247097,-0.00017760256099787227,0.0,479.0,,242.0,9.635820155837804,9.351895025068297,,0.07
2900.0,-9.8218496442372e-09,2.85311005564374e-07,0.9999999999454322,-0.0001436584482714978,0.0,6966.0,30.0,6.0,0.00020946454384493125,8.80765059487374,3452.82,0.05
3000.0,6.0600772504197e-07,3.788203364250762e-07,0.9996701870072291,-0.00019125438274217435,14.0,722.0,2.0,27.0,8.927488098357982,8.674049541823901,4049.05,0.05
3100.0,-1.6369660667057874e-09,4.811685714659869e-07,0.9999999999181484,-0.00024126815881742074,0.0,5944.0,,3.0,0.00020946454337231543,8.424443011042982,,0.05
3200.0,4.342870595138305e-06,4.373717356002252e-07,0.996685363279416,-0.00020601921838931016,1.0,831.0,1.0,16.0,10.504509996454885,8.040334323060188,3531.89,0.05
3300.0,4.541891457023004e-06,5.563254901379375e-07,0.9966710480187676,-0.00026009334732666377,0.0,455.0,,75.0,10.087788414049319,7.808461038176908,,0.1
3400.0,5.893078742465754e-06,5.986333117626056e-07,0.9955788792669912,-0.0002701366685098057,0.0,1044.0,,1.0,9.99106397521059,7.5144450236242015,,0.03
3450.0,-1.3095795187008043e-08,7.13854943790827e-07,0.9999999999454322,-0.00032339167327051407,2.0,3091.0,4.0,2.0,0.00020946454301835486,7.439217828053105,3070.27,0.05
3500.0,5.7267319589893606e-06,7.408282613950144e-07,0.9959669920323396,-0.00032964838821160147,0.0,1752.0,,1.0,9.473262847475938,7.297105306650188,,0.05
3550.0,6.547904264567439e-09,4.5684829204957077e-07,1.000000000027284,-0.00018314547307909988,0.0,3319.0,1.0,6.0,0.00020946454287286556,6.942542612540522,2972.7,0.05
3600.0,8.591616643047408e-07,5.864916244579776e-07,0.9996270311001119,-0.0002396919526676633,0.0,1870.0,,2.0,7.059424166586199,6.884670296695708,,0.05
3650.0,6.54790427328277e-09,9.324895173516873e-07,1.0000000000545677,-0.0004002619104499036,0.0,2570.0,,6.0,0.0002094645427317999,6.949186636271613,,0.1
3700.0,6.45700500574937e-06,6.322940353748822e-07,0.9957813218934163,-0.0002491548165974865,1.0,1399.0,1.0,2.0,8.746466839348876,6.615991636724448,3415.07,0.05
3750.0,1.3095795241790064e-08,1.1131534611571996e-06,1.0000000001091356,-0.00046812498963994345,0.0,2300.0,,4.0,0.00020946454258278095,6.747113281850893,,0.32
3800.0,9.679025145404238e-07,5.507821298171099e-07,0.9996116308692626,-0.00020160872200815605,0.0,2659.0,,2.0,6.506385198131351,6.289304494808967,,0.05
3850.0,8.11639798729579e-06,8.402540265612355e-07,0.9947794783578707,-0.0003217392628178941,0.0,6.0,,,8.421536189613416,6.291192519466502,,
3900.0,7.296533967973505e-06,5.946224191223049e-07,0.9955861394712847,-0.00020968801770425858,0.0,2406.0,,1.0,8.058743271047115,6.035552204630596,,0.05
3950.0,7.744162600570636e-06,6.181129243065274e-07,0.995366732040972,-0.0002138956758247573,0.0,18.0,,5.0,7.927928803307252,5.91111923795479,,0.05
3975.0,-1.6369734138398306e-08,1.673837940130745e-06,0.9999999998090129,-0.0006749209421590778,0.0,1066.0,,6.0,0.00020946454209702948,6.359541416115731,,1.63
4000.0,1.0933627894755133e-06,6.427388656506465e-07,0.9995954791947547,-0.00021822247782477845,123.0,2816.0,1.0,1.0,5.982067148070607,5.788260194318492,3114.75,0.05
4025.0,-3.27393883871359e-09,6.555002185055609e-07,0.9999999999727162,-0.00022043234557146712,1.0,1040.0,2.0,51.0,0.00020946454195714634,5.72736626577895,2667.75,0.05
4050.0,9.406001055216776e-06,8.295854401148857e-07,0.9943658197805131,-0.000286477047688657,0.0,89.0,,15.0,7.7834015355618105,5.730067963286691,,0.27
4075.0,-1.6369754165284237e-08,1.9243803361722467e-06,0.9999999998908645,-0.0007566673176104202,0.0,1154.0,,6.0,0.0002094645418182213,6.173395248859665,,0.95
4100.0,8.468206426908633e-06,6.956950583126398e-07,0.9952348100262739,-0.00022725693818168588,17.0,1101.0,27.0,16.0,7.433939887702281,5.5471080531610015,2920.26,0.03
4125.0,-2.619159779210728e-08,2.115004999539842e-06,0.9999999998090129,-0.0008260435780401798,0.0,943.0,,4.0,0.00020946453999716525,6.113352549160952,,0.2
4150.0,9.773027529776718e-06,7.241896840806666e-07,0.9944221289306676,-0.00023197724367931893,17.0,4132.0,27.0,16.0,7.420964959066201,5.428740751954035,2870.23,0.08
4175.0,-9.821856680721933e-09,1.0880627848093568e-06,0.9999999999727162,-0.00036743494588582554,0.0,1079.0,,11.0,0.00020946453983879321,5.49437583320523,,0.6
4200.0,1.239539528456402e-06,7.541499788562478e-07,0.999578380245536,-0.00023684214149276384,0.0,2656.0,,21.0,5.483627396729657,5.31179878710993,,0.01
4225.0,4.910925025683688e-09,1.1337152778867108e-06,1.0000000000818516,-0.00037526532508132943,0.0,954.0,,2.0,0.00020946453949464516,5.377380325239866,,0.65
4250.0,1.0552090936567985e-05,7.856756559117099e-07,0.9941973649398459,-0.00024185875784252933,0.0,339.0,,16.0,7.122047847092689,5.196248040141473,,0.01
4275.0,-3.2739455813671286e-09,1.1817663320724509e-06,0.9999999999181484,-0.00038333962113215256,0.0,1372.0,,1.0,0.00020946453934798047,5.2617735173408535,,0.08
4300.0,7.65341570583471e-06,8.188766243325457e-07,0.9962994864812488,-0.0002470352714294917,0.0,2886.0,,50.0,6.5949972211899395,5.08205605729687,,0.04
4325.0,3.273958907308826e-09,1.03917184879864e-06,1.0000000000818516,-0.00032155124238746947,0.0,1181.0,,50.0,0.00020946453921569453,5.0864701817112765,,0.05
4350.0,8.371156248128761e-06,8.538714006200697e-07,0.9959692948439525,-0.00025238003410288997,0.0,310.0,,16.0,6.492716192765361,4.969191236631102,,0.02
4375.0,8.184870634753089e-09,8.720814583883825e-07,1.0000000001364193,-0.0002551183073811832,0.0,1085.0,,20.0,0.00020946453908294555,4.913210733944554,,0.05
4400.0,8.568565499885752e-06,8.907893906351565e-07,0.9959739162674899,-0.0002579020800664148,2.0,3644.0,1.0,1001.0,6.337942539052294,4.857623124958134,2735.7,0.05
4425.0,6.661103299310229e-15,9.100132205121321e-07,0.9999999999454322,-0.0002607325815573396,0.0,1002.0,,10.0,0.00020946453894023795,4.8022807070533675,,0.05
4450.0,9.067169513383756e-06,9.297717999755129e-07,0.9958023783630806,-0.00026361108663069716,0.0,224.0,,22.0,6.211619581148969,4.747322309634756,,0.05
4475.0,-4.910911738027106e-09,9.500848328752349e-07,0.9999999998908645,-0.00026653891428673327,0.0,1339.0,,1.0,0.00020946453877109165,4.6926036307322265,,0.15
4500.0,1.2113448104892484e-05,9.709729449444568e-07,0.9940674903304858,-0.0002695174330240357,14.0,1633.0,8.0,1.0,6.325486523742107,4.638260357281914,1869.14,0.03
4525.0,-4.91092511812839e-09,9.924568780447325e-07,1.0000000000818516,-0.0002725477926531839,0.0,1197.0,,111.0,0.00020946453752199862,4.58415135237849,,0.15
4550.0,1.5623167719194918e-06,1.0145613409868831e-06,0.9995453958534609,-0.0002756321404725823,1.0,249.0,1.0,6.0,4.6664734986881005,4.53040970269063,2073.0,0.05
4575.0,-3.437648256644006e-08,1.29076342807027e-06,0.9999999997271612,-0.0003592822520654047,1.0,1665.0,2.0,182.0,0.00020946453728986678,4.536222342161158,2029.17,0.15
4600.0,9.749203696802484e-06,1.0607233623077458e-06,0.9958167982941133,-0.00028196757135428793,5.0,1126.0,4.0,52.0,5.762410071995325,4.423744044990488,2442.0,0.03
4625.0,6.661103415834802e-15,1.6012846125322153e-06,0.9999999999181484,-0.0004478525740062983,0.0,883.0,,1.0,0.00020946453711579466,4.488814633194564,,0.15
4650.0,1.0698764137406223e-05,1.1096612021593246e-06,0.9954345538749898,-0.00028853625762121943,0.0,324.0,,16.0,5.668121947437915,4.318237387800388,,0.02
4675.0,2.128068673107436e-08,1.1352402610647302e-06,1.0000000000818516,-0.00029191242597547995,0.0,950.0,,177.0,0.00020946453695299539,4.265879479548376,,0.1
4700.0,1.7356229666239518e-06,1.1615990066346265e-06,0.9995296858204864,-0.0002953522443275878,1.0,1760.0,1.0,460.0,4.335524529037783,4.2138649485256545,1952.43,0.05
4725.0,1.636977493608665e-08,1.7551814807324829e-06,1.0000000000818516,-0.0004693572342692169,4.0,1809.0,6.0,24.0,0.0002094645367690751,4.278789604585803,2315.0,0.07
4750.0,1.799321600632589e-06,1.216783389305121e-06,0.9995241875465959,-0.0003024305649308563,43.0,432.0,43.0,14.0,4.22757252863975,4.110602640591647,2364.13,0.02
4775.0,-8.184877490394947e-09,1.5512026067120684e-06,0.9999999998908645,-0.00039465423723634253,0.0,1910.0,,113.0,0.00020946453658418954,4.117399982641636,,1.25
