strike,call_oi,put_oi,total_oi,net_oi,distance_from_spot,call_volume,put_volume,total_volume
4500.0,14,1633,1647,-1619,-2632.65,8,1,9
4525.0,0,1197,1197,-1197,-2607.65,0,111,111
4550.0,1,249,250,-248,-2582.65,1,6,7
4575.0,1,1665,1666,-1664,-2557.65,2,182,184
4600.0,5,1126,1131,-1121,-2532.65,4,52,56
4625.0,0,883,883,-883,-2507.65,0,1,1
4650.0,0,324,324,-324,-2482.65,0,16,16
4675.0,0,950,950,-950,-2457.65,0,177,177
4700.0,1,1760,1761,-1759,-2432.65,1,460,461
4725.0,4,1809,1813,-1805,-2407.65,6,24,30
4750.0,43,432,475,-389,-2382.65,43,14,57
4775.0,0,1910,1910,-1910,-2357.65,0,113,113
4800.0,5,3391,3396,-3386,-2332.65,1,2277,2278
4825.0,0,51,51,-51,-2307.65,0,2,2
4850.0,1,290,291,-289,-2282.65,1,17,18
4875.0,0,81,81,-81,-2257.65,0,5,5
4900.0,20,2589,2609,-2569,-2232.65,20,8,28
4925.0,0,18,18,-18,-2207.65,0,1,1
4950.0,0,331,331,-331,-2182.65,0,100,100
4975.0,0,39,39,-39,-2157.65,0,2,2
5000.0,331,2890,3221,-2559,-2132.65,5,50,55
5025.0,0,42,42,-42,-2107.65,0,1,1
5050.0,0,751,751,-751,-2082.65,1,57,58
5075.0,0,69,69,-69,-2057.65,0,36,36
5100.0,1,3219,3220,-3218,-2032.65,1,40,41
5110.0,0,20,20,-20,-2022.65,0,18,18
5120.0,0,28,28,-28,-2012.65,0,8,8
5125.0,0,116,116,-116,-2007.65,0,10,10
5130.0,0,94,94,-94,-2002.65,0,11,11
5140.0,0,11,11,-11,-1992.65,0,11,11
5150.0,3,779,782,-776,-1982.65,1,50,51
5160.0,0,52,52,-52,-1972.65,0,14,14
5170.0,0,85,85,-85,-1962.65,0,1,1
5175.0,0,436,436,-436,-1957.65,0,1,1
5180.0,0,147,147,-147,-1952.65,0,126,126
5190.0,0,43,43,-43,-1942.65,0,30,30
5200.0,6,3785,3791,-3779,-1932.65,1,10,11
5210.0,0,11,11,-11,-1922.65,0,3,3
5220.0,0,100,100,-100,-1912.65,0,1,1
5225.0,20,302,322,-282,-1907.65,34,65,99
5230.0,0,40,40,-40,-1902.65,0,5,5
5240.0,0,42,42,-42,-1892.65,0,6,6
5250.0,1,14993,14994,-14992,-1882.65,1,90,91
5260.0,0,93,93,-93,-1872.65,0,64,64
5270.0,0,46,46,-46,-1862.65,0,20,20
5275.0,0,665,665,-665,-1857.65,0,7,7
5280.0,375,24,399,351,-1852.65,0,9,9
5290.0,0,39,39,-39,-1842.65,0,1,1
5300.0,1,41979,41980,-41978,-1832.65,1,8,9
5310.0,0,108,108,-108,-1822.65,0,65,65
5320.0,0,71,71,-71,-1812.65,0,63,63
5325.0,0,241,241,-241,-1807.65,0,25,25
5330.0,0,80,80,-80,-1802.65,0,20,20
5340.0,5,103,108,-98,-1792.65,0,41,41
5350.0,0,36537,36537,-36537,-1782.65,1,11,12
5360.0,0,62,62,-62,-1772.65,0,33,33
5370.0,0,66,66,-66,-1762.65,0,11,11
5375.0,0,2600,2600,-2600,-1757.65,0,13,13
5380.0,0,72,72,-72,-1752.65,0,11,11
5390.0,0,361,361,-361,-1742.65,0,309,309
5400.0,355,60885,61240,-60530,-1732.65,2,27,29
5410.0,100,22,122,78,-1722.65,0,14,14
5420.0,1,61,62,-60,-1712.65,1,34,35
5425.0,3,10381,10384,-10378,-1707.65,27,4,31
5430.0,0,106,106,-106,-1702.65,0,4,4
5440.0,0,53,53,-53,-1692.65,0,4,4
5450.0,3,17361,17364,-17358,-1682.65,1,217,218
5460.0,0,80,80,-80,-1672.65,0,5,5
5470.0,1,122,123,-121,-1662.65,27,27,54
5475.0,0,7038,7038,-7038,-1657.65,0,4,4
5480.0,5,96,101,-91,-1652.65,0,10,10
5490.0,3,200,203,-197,-1642.65,5,99,104
5500.0,16,2930,2946,-2914,-1632.65,3,12,15
5510.0,0,28,28,-28,-1622.65,0,14,14
5520.0,2,261,263,-259,-1612.65,2,207,209
5525.0,3,339,342,-336,-1607.65,6,10,16
5530.0,6,91,97,-85,-1602.65,11,2,13
5540.0,150,47,197,103,-1592.65,3,3,6
5550.0,0,1883,1883,-1883,-1582.65,0,5,5
5560.0,6,93,99,-87,-1572.65,11,5,16
5570.0,3,40,43,-37,-1562.65,6,6,12
5575.0,1,483,484,-482,-1557.65,1,20,21
5580.0,0,208,208,-208,-1552.65,0,1,1
5590.0,4,143,147,-139,-1542.65,4,88,92
5600.0,4,6405,6409,-6401,-1532.65,1,1352,1353
5610.0,0,589,589,-589,-1522.65,10,1,11
5620.0,0,1362,1362,-1362,-1512.65,0,2,2
5625.0,0,211,211,-211,-1507.65,0,1,1
5630.0,50,194,244,-144,-1502.65,50,2,52
5640.0,0,185,185,-185,-1492.65,0,100,100
5650.0,4,901,905,-897,-1482.65,1,2,3
5660.0,0,545,545,-545,-1472.65,0,1,1
5670.0,203,544,747,-341,-1462.65,3,6,9
5675.0,41,964,1005,-923,-1457.65,1,27,28
5680.0,0,351,351,-351,-1452.65,0,249,249
5690.0,6,182,188,-176,-1442.65,0,54,54
5700.0,4,1889,1893,-1885,-1432.65,1,82,83
5710.0,0,374,374,-374,-1422.65,0,40,40
5720.0,0,82,82,-82,-1412.65,0,1,1
5725.0,1,5655,5656,-5654,-1407.65,5,1,6
5730.0,0,155,155,-155,-1402.65,0,4,4
5735.0,0,30,30,-30,-1397.65,0,10,10
5740.0,0,231,231,-231,-1392.65,0,5,5
5745.0,1,9,10,-8,-1387.65,1,10,11
5750.0,3,2493,2496,-2490,-1382.65,1,2,3
5755.0,0,12,12,-12,-1377.65,0,10,10
5760.0,4,234,238,-230,-1372.65,4,3,7
5765.0,0,27,27,-27,-1367.65,0,1,1
5770.0,6,321,327,-315,-1362.65,12,8,20
5775.0,44,6204,6248,-6160,-1357.65,40,13,53
5780.0,3,285,288,-282,-1352.65,7,8,15
5785.0,0,284,284,-284,-1347.65,0,21,21
5790.0,16,177,193,-161,-1342.65,1,1,2
5795.0,0,24,24,-24,-1337.65,0,1,1
5800.0,3,2433,2436,-2430,-1332.65,1,87,88
5805.0,0,19,19,-19,-1327.65,0,2,2
5810.0,287,307,594,-20,-1322.65,17,1,18
5815.0,0,21,21,-21,-1317.65,0,8,8
5820.0,0,238,238,-238,-1312.65,0,38,38
5825.0,6,10271,10277,-10265,-1307.65,12,9,21
5830.0,0,133,133,-133,-1302.65,0,9,9
5835.0,0,264,264,-264,-1297.65,0,2,2
5840.0,0,318,318,-318,-1292.65,0,38,38
5845.0,0,77,77,-77,-1287.65,0,69,69
5850.0,8,1482,1490,-1474,-1282.65,4,2,6
5855.0,0,319,319,-319,-1277.65,0,2,2
5860.0,1,188,189,-187,-1272.65,1,4,5
5865.0,0,39,39,-39,-1267.65,0,1,1
5870.0,44,187,231,-143,-1262.65,44,1,45
5875.0,1,10090,10091,-10089,-1257.65,1,11,12
5880.0,10,159,169,-149,-1252.65,6,40,46
5885.0,0,103,103,-103,-1247.65,0,1,1
5890.0,0,214,214,-214,-1242.65,0,5,5
5895.0,25,52,77,-27,-1237.65,25,1,26
5900.0,53,3791,3844,-3738,-1232.65,1,2841,2842
5905.0,1,48,49,-47,-1227.65,1,1,2
5910.0,0,583,583,-583,-1222.65,0,25,25
5915.0,0,40,40,-40,-1217.65,0,1,1
5920.0,0,139,139,-139,-1212.65,1,2,3
5925.0,5,528,533,-523,-1207.65,4,33,37
5930.0,4,259,263,-255,-1202.65,4,5,9
5935.0,0,31,31,-31,-1197.65,0,1,1
5940.0,0,204,204,-204,-1192.65,0,1,1
5945.0,2,52,54,-50,-1187.65,2,42,44
5950.0,3,1091,1094,-1088,-1182.65,5,196,201
5955.0,0,62,62,-62,-1177.65,0,2,2
5960.0,0,162,162,-162,-1172.65,0,27,27
5965.0,0,50,50,-50,-1167.65,0,19,19
5970.0,41,208,249,-167,-1162.65,40,29,69
5975.0,5,286,291,-281,-1157.65,5,2,7
5980.0,0,411,411,-411,-1152.65,0,11,11
5985.0,0,304,304,-304,-1147.65,0,2,2
5990.0,11,539,550,-528,-1142.65,11,1,12
5995.0,0,105,105,-105,-1137.65,0,33,33
6000.0,183,5821,6004,-5638,-1132.65,17,3,20
6005.0,13,178,191,-165,-1127.65,2,39,41
6010.0,10,161,171,-151,-1122.65,20,49,69
6015.0,0,70,70,-70,-1117.65,1,1,2
6020.0,1,131,132,-130,-1112.65,1,29,30
6025.0,3,424,427,-421,-1107.65,2,1,3
6030.0,13,317,330,-304,-1102.65,10,23,33
6035.0,0,69,69,-69,-1097.65,0,10,10
6040.0,1,541,542,-540,-1092.65,1,28,29
6045.0,0,62,62,-62,-1087.65,0,24,24
6050.0,4,1010,1014,-1006,-1082.65,3,49,52
6055.0,24,114,138,-90,-1077.65,24,3,27
6060.0,0,189,189,-189,-1072.65,1,1,2
6065.0,9,44,53,-35,-1067.65,9,9,18
6070.0,51,271,322,-220,-1062.65,40,2,42
6075.0,1,1104,1105,-1103,-1057.65,1,1,2
6080.0,11,214,225,-203,-1052.65,4,3,7
6085.0,0,98,98,-98,-1047.65,0,12,12
6090.0,1,6528,6529,-6527,-1042.65,1,1,2
6095.0,111,134,245,-23,-1037.65,1,2,3
6100.0,80,3825,3905,-3745,-1032.65,7,3,10
6105.0,22,56,78,-34,-1027.65,1,1,2
6110.0,1,245,246,-244,-1022.65,1,1,2
6115.0,0,73,73,-73,-1017.65,0,3,3
6120.0,3,126,129,-123,-1012.65,4,1,5
6125.0,1,401,402,-400,-1007.65,1,5,6
6130.0,0,164,164,-164,-1002.65,0,21,21
6135.0,0,79,79,-79,-997.65,0,17,17
6140.0,1,224,225,-223,-992.65,1,48,49
6145.0,0,151,151,-151,-987.65,0,24,24
6150.0,170,9117,9287,-8947,-982.65,1,69,70
6155.0,2,368,370,-366,-977.65,1,82,83
6160.0,0,253,253,-253,-972.65,0,43,43
6165.0,1,99,100,-98,-967.65,1,44,45
6170.0,2,373,375,-371,-962.65,2,45,47
6175.0,2,342,344,-340,-957.65,4,1,5
6180.0,5,249,254,-244,-952.65,5,51,56
6185.0,31,181,212,-150,-947.65,48,60,108
6190.0,3,214,217,-211,-942.65,1,2,3
6195.0,2,282,284,-280,-937.65,2,33,35
6200.0,128,3434,3562,-3306,-932.65,9,31,40
6205.0,4,202,206,-198,-927.65,1,30,31
6210.0,3,269,272,-266,-922.65,1,2,3
6215.0,39,95,134,-56,-917.65,48,30,78
6220.0,1,302,303,-301,-912.65,2,15,17
6225.0,14,716,730,-702,-907.65,1,47,48
6230.0,8,229,237,-221,-902.65,5,1,6
6235.0,1,143,144,-142,-897.65,7,3,10
6240.0,45,474,519,-429,-892.65,37,55,92
6245.0,10,1315,1325,-1305,-887.65,9,17,26
6250.0,37,2824,2861,-2787,-882.65,5,1,6
6255.0,4,210,214,-206,-877.65,3,6,9
6260.0,55,402,457,-347,-872.65,51,45,96
6265.0,5,92,97,-87,-867.65,4,16,20
6270.0,126,835,961,-709,-862.65,3,11,14
6275.0,32,575,607,-543,-857.65,21,3,24
6280.0,9,671,680,-662,-852.65,1,1,2
6285.0,10,206,216,-196,-847.65,8,3,11
6290.0,9,871,880,-862,-842.65,1,10,11
6295.0,3,337,340,-334,-837.65,2,26,28
6300.0,95,5803,5898,-5708,-832.65,10,10,20
6305.0,27,323,350,-296,-827.65,5,22,27
6310.0,15,902,917,-887,-822.65,1,13,14
6315.0,18,1181,1199,-1163,-817.65,1,315,316
6320.0,36,258,294,-222,-812.65,7,1,8
6325.0,84,532,616,-448,-807.65,1,15,16
6330.0,28,384,412,-356,-802.65,1,4,5
6335.0,23,240,263,-217,-797.65,2,1,3
6340.0,48,627,675,-579,-792.65,10,301,311
6345.0,24,227,251,-203,-787.65,1,6,7
6350.0,574,2608,3182,-2034,-782.65,1,34,35
6355.0,36,261,297,-225,-777.65,2,2,4
6360.0,86,836,922,-750,-772.65,1,30,31
6365.0,82,168,250,-86,-767.65,1,20,21
6370.0,53,645,698,-592,-762.65,8,73,81
6375.0,94,539,633,-445,-757.65,2,153,155
6380.0,184,470,654,-286,-752.65,6,1,7
6385.0,409,380,789,29,-747.65,1,50,51
6390.0,112,570,682,-458,-742.65,2,1,3
6395.0,43,293,336,-250,-737.65,2,1,3
6400.0,344,3037,3381,-2693,-732.65,1,23,24
6405.0,46,477,523,-431,-727.65,3,3,6
6410.0,28,739,767,-711,-722.65,5,26,31
6415.0,54,259,313,-205,-717.65,1,3,4
6420.0,44,1257,1301,-1213,-712.65,9,721,730
6425.0,164,684,848,-520,-707.65,1,2,3
6430.0,143,1065,1208,-922,-702.65,1,5,6
6435.0,31,439,470,-408,-697.65,2,3,5
6440.0,105,397,502,-292,-692.65,2,6,8
6445.0,51,415,466,-364,-687.65,1,80,81
6450.0,322,2230,2552,-1908,-682.65,1,29,30
6455.0,115,1661,1776,-1546,-677.65,1,19,20
6460.0,165,918,1083,-753,-672.65,3,81,84
6465.0,40,740,780,-700,-667.65,6,11,17
6470.0,168,724,892,-556,-662.65,1,404,405
6475.0,260,1515,1775,-1255,-657.65,9,1,10
6480.0,143,659,802,-516,-652.65,4,1,5
6485.0,154,573,727,-419,-647.65,2,1,3
6490.0,94,486,580,-392,-642.65,1,27,28
6495.0,121,552,673,-431,-637.65,2,2,4
6500.0,938,9128,10066,-8190,-632.65,1,65,66
6505.0,114,642,756,-528,-627.65,10,8,18
6510.0,408,866,1274,-458,-622.65,22,1,23
6515.0,99,414,513,-315,-617.65,36,1,37
6520.0,177,1051,1228,-874,-612.65,42,1,43
6525.0,178,1520,1698,-1342,-607.65,7,53,60
6530.0,117,2709,2826,-2592,-602.65,27,205,232
6535.0,87,381,468,-294,-597.65,1,21,22
6540.0,237,623,860,-386,-592.65,21,1,22
6545.0,146,4696,4842,-4550,-587.65,21,167,188
6550.0,661,7380,8041,-6719,-582.65,80,2,82
6555.0,152,650,802,-498,-577.65,20,1,21
6560.0,594,1526,2120,-932,-572.65,4,14,18
6565.0,138,736,874,-598,-567.65,10,2,12
6570.0,183,652,835,-469,-562.65,2,17,19
6575.0,312,824,1136,-512,-557.65,6,8,14
6580.0,252,3052,3304,-2800,-552.65,35,25,60
6585.0,147,562,709,-415,-547.65,36,52,88
6590.0,321,813,1134,-492,-542.65,1,4,5
6595.0,226,548,774,-322,-537.65,2,4,6
6600.0,1295,4348,5643,-3053,-532.65,189,100,289
6605.0,493,458,951,35,-527.65,4,6,10
6610.0,339,640,979,-301,-522.65,80,116,196
6615.0,270,414,684,-144,-517.65,13,179,192
6620.0,469,920,1389,-451,-512.65,4,135,139
6625.0,845,1049,1894,-204,-507.65,2,377,379
6630.0,162,743,905,-581,-502.65,8,37,45
6635.0,659,488,1147,171,-497.65,47,606,653
6640.0,380,1217,1597,-837,-492.65,54,145,199
6645.0,315,303,618,12,-487.65,52,456,508
6650.0,829,2030,2859,-1201,-482.65,58,1939,1997
6655.0,202,506,708,-304,-477.65,5,428,433
6660.0,437,751,1188,-314,-472.65,9,232,241
6665.0,306,327,633,-21,-467.65,31,121,152
6670.0,471,490,961,-19,-462.65,8,925,933
6675.0,567,7938,8505,-7371,-457.65,140,1296,1436
6680.0,379,1032,1411,-653,-452.65,3,970,973
6685.0,398,434,832,-36,-447.65,36,251,287
6690.0,188,2009,2197,-1821,-442.65,23,156,179
6695.0,317,596,913,-279,-437.65,4,80,84
6700.0,3793,10435,14228,-6642,-432.65,509,320,829
6705.0,692,920,1612,-228,-427.65,2,17,19
6710.0,474,585,1059,-111,-422.65,26,29,55
6715.0,431,1368,1799,-937,-417.65,4,314,318
6720.0,1063,724,1787,339,-412.65,76,146,222
6725.0,493,11426,11919,-10933,-407.65,31,658,689
6730.0,418,1077,1495,-659,-402.65,47,251,298
6735.0,618,973,1591,-355,-397.65,53,329,382
6740.0,320,971,1291,-651,-392.65,21,372,393
6745.0,252,4442,4694,-4190,-387.65,56,219,275
6750.0,1479,8677,10156,-7198,-382.65,53,1333,1386
6755.0,617,3381,3998,-2764,-377.65,3,272,275
6760.0,1218,3580,4798,-2362,-372.65,3,276,279
6765.0,1004,4036,5040,-3032,-367.65,2,301,303
6770.0,546,775,1321,-229,-362.65,14,129,143
6775.0,1047,7886,8933,-6839,-357.65,21,285,306
6780.0,403,903,1306,-500,-352.65,19,467,486
6785.0,307,1449,1756,-1142,-347.65,7,165,172
6790.0,406,1077,1483,-671,-342.65,20,385,405
6795.0,357,1094,1451,-737,-337.65,1,281,282
6800.0,4391,11790,16181,-7399,-332.65,30,928,958
6805.0,382,725,1107,-343,-327.65,4,243,247
6810.0,1325,2207,3532,-882,-322.65,11,408,419
6815.0,948,1421,2369,-473,-317.65,7,159,166
6820.0,680,1223,1903,-543,-312.65,27,590,617
6825.0,1546,11377,12923,-9831,-307.65,205,437,642
6830.0,850,1694,2544,-844,-302.65,41,400,441
6835.0,370,748,1118,-378,-297.65,14,391,405
6840.0,1339,1582,2921,-243,-292.65,31,258,289
6845.0,271,692,963,-421,-287.65,19,212,231
6850.0,7287,10191,17478,-2904,-282.65,133,1133,1266
6855.0,536,1920,2456,-1384,-277.65,55,291,346
6860.0,1361,1158,2519,203,-272.65,88,1260,1348
6865.0,418,4755,5173,-4337,-267.65,34,405,439
6870.0,677,991,1668,-314,-262.65,34,901,935
6875.0,1964,1874,3838,90,-257.65,571,2498,3069
6880.0,1071,1455,2526,-384,-252.65,25,1809,1834
6885.0,522,1009,1531,-487,-247.65,49,1100,1149
6890.0,1645,1417,3062,228,-242.65,79,1333,1412
6895.0,756,1882,2638,-1126,-237.65,65,1161,1226
6900.0,5485,7922,13407,-2437,-232.65,179,3637,3816
6905.0,2770,1447,4217,1323,-227.65,26,1129,1155
6910.0,1898,2170,4068,-272,-222.65,137,2089,2226
6915.0,541,1169,1710,-628,-217.65,105,1978,2083
6920.0,1666,2602,4268,-936,-212.65,110,2285,2395
6925.0,1848,2536,4384,-688,-207.65,64,2962,3026
6930.0,809,2160,2969,-1351,-202.65,428,3290,3718
6935.0,515,3916,4431,-3401,-197.65,237,4203,4440
6940.0,790,2969,3759,-2179,-192.65,109,3895,4004
6945.0,1185,3344,4529,-2159,-187.65,92,4359,4451
6950.0,4154,10612,14766,-6458,-182.65,667,5850,6517
6955.0,697,1027,1724,-330,-177.65,78,2467,2545
6960.0,1240,2226,3466,-986,-172.65,200,3027,3227
6965.0,2216,908,3124,1308,-167.65,813,1948,2761
6970.0,1232,3785,5017,-2553,-162.65,252,4077,4329
6975.0,2358,2345,4703,13,-157.65,484,3683,4167
6980.0,1364,1536,2900,-172,-152.65,291,4502,4793
6985.0,809,863,1672,-54,-147.65,328,3858,4186
6990.0,711,1903,2614,-1192,-142.65,255,6589,6844
6995.0,840,1748,2588,-908,-137.65,216,5239,5455
7000.0,11750,7677,19427,4073,-132.65,1828,11143,12971
7005.0,3709,1295,5004,2414,-127.65,251,4799,5050
7010.0,1586,1236,2822,350,-122.65,663,6581,7244
7015.0,1150,1010,2160,140,-117.65,387,7520,7907
7020.0,3003,2905,5908,98,-112.65,1025,8639,9664
7025.0,2497,1669,4166,828,-107.65,886,9359,10245
7030.0,2749,1563,4312,1186,-102.65,875,10319,11194
7035.0,2059,1433,3492,626,-97.65,517,9842,10359
7040.0,2344,1252,3596,1092,-92.65,844,16924,17768
7045.0,1809,644,2453,1165,-87.65,1069,9506,10575
7050.0,14079,10453,24532,3626,-82.65,2027,24591,26618
7055.0,2004,234,2238,1770,-77.65,1430,12613,14043
7060.0,4647,230,4877,4417,-72.65,1653,15421,17074
7065.0,2252,130,2382,2122,-67.65,1444,13934,15378
7070.0,3182,254,3436,2928,-62.65,2140,21915,24055
7075.0,4220,146,4366,4074,-57.65,3420,17497,20917
7080.0,2898,232,3130,2666,-52.65,4137,20702,24839
7085.0,1942,48,1990,1894,-47.65,4249,18921,23170
7090.0,3582,246,3828,3336,-42.65,10223,22432,32655
7095.0,2333,50,2383,2283,-37.65,12233,16018,28251
7100.0,8039,253,8292,7786,-32.65,30621,34608,65229
7105.0,4689,53,4742,4636,-27.65,18561,13385,31946
7110.0,3670,24,3694,3646,-22.65,26755,16186,42941
7115.0,2982,63,3045,2919,-17.65,24749,14609,39358
7120.0,3047,109,3156,2938,-12.65,29467,12216,41683
7125.0,6188,68,6256,6120,-7.65,35912,11093,47005
7130.0,1973,65,2038,1908,-2.65,34726,10249,44975
7135.0,2006,16,2022,1990,2.35,33118,7154,40272
7140.0,2984,149,3133,2835,7.35,51874,4739,56613
7145.0,1519,138,1657,1381,12.35,31290,1545,32835
7150.0,5428,98,5526,5330,17.35,54978,1266,56244
7155.0,915,27,942,888,22.35,23655,345,24000
7160.0,2812,37,2849,2775,27.35,59946,768,60714
7170.0,847,75,922,772,37.35,25891,639,26530
7175.0,12904,39,12943,12865,42.35,14215,160,14375
7180.0,1116,61,1177,1055,47.35,13457,172,13629
7190.0,2719,27,2746,2692,57.35,11231,74,11305
7200.0,6357,51,6408,6306,67.35,13007,236,13243
7210.0,871,16,887,855,77.35,5425,30,5455
7220.0,1009,3,1012,1006,87.35,4618,6,4624
7225.0,4817,18,4835,4799,92.35,3536,17,3553
7230.0,967,14,981,953,97.35,3397,1,3398
7240.0,1996,8,2004,1988,107.35,3244,12,3256
7250.0,4284,9,4293,4275,117.35,4403,1,4404
7260.0,965,3,968,962,127.35,2653,62,2715
7270.0,436,1,437,435,137.35,2340,4,2344
7275.0,9553,3,9556,9550,142.35,2209,10,2219
7280.0,492,0,492,492,147.35,1971,0,1971
7290.0,3711,0,3711,3711,157.35,2709,8,2717
7300.0,5172,13,5185,5159,167.35,4040,2,4042
7310.0,404,2,406,402,177.35,1163,2,1165
7320.0,506,0,506,506,187.35,394,0,394
7325.0,293,10,303,283,192.35,603,10,613
7330.0,276,10,286,266,197.35,1161,10,1171
7340.0,234,1,235,233,207.35,1365,1,1366
7350.0,674,1,675,673,217.35,1166,23,1189
7360.0,389,40,429,349,227.35,463,9,472
7370.0,840,39,879,801,237.35,13,1,14
7375.0,906,2,908,904,242.35,49,2,51
7380.0,323,16,339,307,247.35,35,14,49
7390.0,132,1,133,131,257.35,3,1,4
7400.0,1660,4,1664,1656,267.35,13,1,14
7410.0,173,14,187,159,277.35,3,14,17
7420.0,65,0,65,65,287.35,11,4,15
7425.0,214,3,217,211,292.35,128,9,137
7430.0,264,0,264,264,297.35,38,4,42
7440.0,307,7,314,300,307.35,247,10,257
7450.0,1044,1,1045,1043,317.35,286,2,288
7460.0,254,15,269,239,327.35,12,15,27
7470.0,2246,14,2260,2232,337.35,7,22,29
7475.0,549,7,556,542,342.35,6,10,16
7480.0,457,14,471,443,347.35,6,3,9
7490.0,380,13,393,367,357.35,111,22,133
7500.0,1303,184,1487,1119,367.35,341,68,409
7525.0,200,13,213,187,392.35,135,10,145
7550.0,441,3,444,438,417.35,80,4,84
7575.0,765,2,767,763,442.35,583,4,587
7600.0,1038,1,1039,1037,467.35,425,1,426
7625.0,1501,1,1502,1500,492.35,17,1,18
7650.0,714,0,714,714,517.35,477,0,477
7675.0,2555,3,2558,2552,542.35,31,3,34
7700.0,530,0,530,530,567.35,403,0,403
7725.0,440,1,441,439,592.35,20,1,21
7750.0,1241,0,1241,1241,617.35,102,0,102
7775.0,4290,1,4291,4289,642.35,6,1,7
7800.0,1117,11,1128,1106,667.35,284,10,294
7825.0,2284,2,2286,2282,692.35,5,2,7
7850.0,604,0,604,604,717.35,550,0,550
7875.0,1704,5,1709,1699,742.35,10,5,15
7900.0,363,0,363,363,767.35,337,0,337
7950.0,211,0,211,211,817.35,202,0,202
8000.0,1824,1,1825,1823,867.35,1099,2,1101
8100.0,311,0,311,311,967.35,251,0,251
8200.0,146,0,146,146,1067.35,141,0,141
8300.0,11,0,11,11,1167.35,4,0,4
8400.0,404,0,404,404,1267.35,1,0,1
8500.0,11,1,12,10,1367.35,10,1,11
8600.0,15,0,15,15,1467.35,1,0,1
8800.0,218,1,219,217,1667.35,1,82,83
9000.0,127,1,128,126,1867.35,1,1,2
9200.0,4,0,4,4,2067.35,1,0,1
9400.0,2756,7,2763,2749,2267.35,2090,7,2097
9600.0,4,0,4,4,2467.35,1,2,3
9800.0,18440,1,18441,18439,2667.35,11,1,12
10000.0,20,1,21,19,2867.35,1,1,2
10400.0,17,15,32,2,3267.35,8,11,19
10800.0,5,0,5,5,3667.35,1,2,3
11200.0,5,1,6,4,4067.35,1,3,4
11600.0,8,23,31,-15,4467.35,6,1,7
12000.0,1,1,2,0,4867.35,1,1,2
12400.0,2,0,2,2,5267.35,6,2,8
