strike,call_gamma,put_gamma,call_delta,put_delta,call_oi,put_oi,call_vol,put_vol,call_iv,put_iv,call_last,put_last
200.0,1.1609766878492576e-08,,1.0000000001541356,,784.0,820.0,2.0,1.0,0.00021598740535646433,,6576.25,0.05
400.0,2.9024558353182855e-09,0.0,0.9999999999486214,0.0,25.0,15.0,1.0,4.0,0.00021598740519931044,0.00021598595838366618,6203.12,0.05
600.0,2.9024558389516698e-09,0.0,1.0,0.0,0.0,1108.0,2.0,1.0,0.00021598740505728232,0.0002159859582800856,6102.92,0.03
800.0,3.4829288228913995e-08,0.0,1.000000000462407,0.0,6.0,2130.0,2.0,30.0,0.00021598740492040784,0.00021598595819591755,5920.11,0.05
1000.0,2.9024370318661744e-09,9.195829970854703e-08,1.0000000002055143,-0.00010099239554494937,844.0,3838.0,3.0,1.0,0.00021598740475664612,19.057453069742053,5554.3,0.03
1200.0,5.804899158186267e-09,7.640688657017299e-08,1.0,-7.202674523212947e-05,67.0,866.0,1.0,6.0,0.00021598740462406513,16.563645323798696,5789.41,0.08
1400.0,3.483068457717683e-08,1.3407565793087183e-07,1.0000000003082774,-0.00012350891589480193,19.0,363.0,2.0,3.0,0.00021598527288080942,15.79655171389233,5715.13,0.05
1600.0,1.6834345098191607e-06,1.5868212572142148e-07,0.9976636163487906,-0.00013504597977457853,0.0,462.0,,9.0,19.11796247813237,14.507753579847215,,0.05
1800.0,2.1033819452440997e-06,1.5811490340554498e-07,0.9972348727230909,-0.000121241850139951,1.0,413.0,1.0,1.0,17.80299635684925,13.21551950569734,5105.24,0.13
2000.0,2.428611685624701e-06,1.843533800681911e-07,0.9970298069414705,-0.00013142300839818444,13.0,246.0,1.0,1.0,16.452561272093426,12.237560612522254,4987.65,0.05
2200.0,2.6554543132270743e-06,2.1395488451809052e-07,0.9970160487847435,-0.00014207873792265868,1.0,501.0,3.0,20.0,15.123044188844705,11.356905634769156,4727.8,0.05
2300.0,-5.804874110446989e-09,1.8569973109314446e-07,0.9999999998458643,-0.00011493089215072841,0.0,292.0,,5.0,0.00021598740388100988,10.618757484886142,,0.05
2400.0,3.0619252048755583e-06,3.3499367927178753e-07,0.9967814840950182,-0.00021825036187396468,1.0,1689.0,1.0,926.0,14.039905882966783,10.69035716127423,4475.82,0.12
2500.0,8.70732372795005e-09,2.660251589971904e-07,1.0000000001541356,-0.0001591773611044441,0.0,8461.0,,1.0,0.00021598740365522877,10.13997124090949,,0.05
2600.0,3.5217613171260708e-06,3.87227492930734e-07,0.9965342055364076,-0.00023540778623673222,23.0,666.0,1.0,44.0,13.046356933273799,9.920044669648131,4001.33,0.15
2700.0,1.4512216697388004e-08,3.070115375672021e-07,1.0000000001541356,-0.00017149385643340184,0.0,7351.0,2.0,6.0,0.0002159874034192406,9.405943249735287,4290.38,0.05
2800.0,4.04457813230395e-06,3.297463575135892e-07,0.9962719561826793,-0.000177974641681942,0.0,479.0,,242.0,12.128771975511622,9.059323707404797,,0.07
2900.0,-3.4829320154703424e-08,2.865161388314232e-07,0.9999999996403501,-0.00014396697503925594,0.0,6966.0,30.0,6.0,0.00021598740317598492,8.532793715303416,3452.82,0.05
3000.0,4.64216085468002e-06,3.804439220995205e-07,0.9959922030596154,-0.00019167166649703579,14.0,722.0,2.0,27.0,11.276408322880409,8.40194379172133,4049.05,0.05
3100.0,-1.8865884930222757e-08,4.832882691884584e-07,0.9999999998972429,-0.00024180990471633497,0.0,5944.0,,3.0,0.0002159874029233857,8.159917795907523,,0.05
3200.0,5.329090630769844e-06,4.393270634696742e-07,0.995692044534875,-0.00020648791714837598,1.0,831.0,1.0,16.0,10.480647282682234,7.787361442909546,3531.89,0.05
3300.0,5.711583169559656e-06,5.588831492672454e-07,0.995533278958517,-0.0002607025247861132,0.0,455.0,,75.0,10.101747682778656,7.562526835630446,,0.1
3400.0,6.123586281477932e-06,6.014470613029804e-07,0.9953680996401493,-0.00027078331713426684,0.0,1044.0,,1.0,9.734469466090161,7.277387257520302,,0.03
3450.0,2.902449638265268e-09,7.172545732297272e-07,0.9999999999486214,-0.00032417641265855996,2.0,3091.0,4.0,2.0,0.00021598740242119587,7.204473545509542,3070.27,0.05
3500.0,6.568133576237715e-06,7.443965124060069e-07,0.9951959864465809,-0.00033045730928685723,0.0,1752.0,,1.0,9.37812416481848,7.066646358781942,,0.05
3550.0,5.804886745393946e-09,4.590386952917179e-07,1.0000000000256892,-0.00018359112663248286,0.0,3319.0,1.0,6.0,0.00021598740218157396,6.723969529782965,2972.7,0.05
3600.0,7.048652153573365e-06,5.893651127085579e-07,0.9950163699830689,-0.00024028924996468367,0.0,1870.0,,2.0,9.032082581199633,6.666589887529041,,0.05
3650.0,2.4670759313172217e-08,9.37134798387275e-07,1.0000000002568927,-0.0004012775009849416,0.0,2570.0,,6.0,0.0002159874019429917,6.729272158752212,,0.1
3700.0,8.309698702279095e-06,6.354690105700303e-07,0.9941484493084212,-0.0002497910594918505,1.0,1399.0,1.0,2.0,8.866978460537021,6.406023491150858,3415.07,0.05
3750.0,1.4512185566786352e-09,1.1188153204490571e-06,1.0,-0.0004693374075690235,0.0,2300.0,,4.0,0.00021598740171915182,6.5333346584382355,,0.32
3800.0,1.3773433858590705e-05,5.535885157339331e-07,0.9887981282197869,-0.00020212992556695986,0.0,2659.0,,2.0,9.48587329910728,6.089164091070152,,0.05
3850.0,5.474879701413167e-06,8.446542767807695e-07,0.9968852123044979,-0.00032259653206727037,0.0,6.0,,,7.705762545402319,6.091066840781593,,
3900.0,9.252461462515927e-06,5.977339857167358e-07,0.9939949454877031,-0.00021024473552809479,0.0,2406.0,,1.0,8.147382233743036,5.843073736780298,,0.05
3950.0,9.07484110970937e-06,6.213918051309122e-07,0.9943189957899902,-0.00021447133887423148,0.0,18.0,,5.0,7.894166072549754,5.722397994900375,,0.05
3975.0,1.3061004717968902e-08,1.6826970945154999e-06,1.0,-0.0006767383095502446,0.0,1066.0,,6.0,0.0002159874010814726,6.157566627084881,,1.63
4000.0,1.0032685346261965e-05,6.461959907852353e-07,0.993699011004098,-0.00021881797136286195,123.0,2816.0,1.0,1.0,7.849649540114903,5.6032486339955385,3114.75,0.05
4025.0,2.9024496797895734e-09,6.590508257907861e-07,0.9999999999743108,-0.0002210380985800536,1.0,1040.0,2.0,51.0,0.00021598740086195732,5.544197408089131,2667.75,0.05
4050.0,9.773803731718093e-06,8.341530747363938e-07,0.9940968707155996,-0.0002872786430625386,0.0,89.0,,15.0,7.587992033104484,5.546848797816885,,0.27
