strike,call_gamma,put_gamma,call_delta,put_delta,call_oi,put_oi,call_vol,put_vol,call_iv,put_iv,call_last,put_last
2600.0,4.26006463298801e-07,4.555733985914895e-07,1.0000000009383867,-0.0002759146712757289,2.0,281.0,2.0,6.0,0.000112785843183721,18.62408472175199,4363.4,0.05
2800.0,3.485507981989616e-07,4.080062841328995e-07,1.0000000003753546,-0.00022137825785393554,0.0,2.0,,1.0,0.00011278584296399751,16.99501018221842,,0.05
3000.0,-1.936389383992792e-08,3.991965104505935e-07,0.999999999718484,-0.00019642892744728754,0.0,719.0,,10.0,0.00011278584280585938,15.6158430931112,,0.05
3200.0,-1.1618354661809529e-07,4.619512297602255e-07,0.9999999993431293,-0.0002118386083889916,0.0,5.0,,1.0,0.0001127858426527861,14.457791428131658,,0.05
3400.0,2.710950422594585e-07,6.340536317507123e-07,1.0000000004691934,-0.0002781720214799629,0.0,7.0,,1.0,0.00011278584246577622,13.497546568231323,,0.19
3600.0,-1.7427527523200472e-07,8.479134581965173e-07,0.999999998873936,-0.00035330985052330185,0.0,450.0,,1.0,0.00011278584230013358,12.592587990176817,,0.05
3800.0,4.581966409968673e-14,1.1134687934439414e-06,0.9999999996246454,-0.0004384320185005187,0.0,629.0,,563.0,0.00011278584215244534,11.737008367073587,,0.22
4000.0,-1.3554746499216985e-07,1.0102561341846549e-06,0.9999999994369679,-0.00035359679628322867,0.0,212.0,,1.0,0.0001127858419816674,10.575282436950426,,0.05
4200.0,3.8727902903731125e-08,1.0049856607066597e-06,0.9999999999061613,-0.0003160021605039259,0.0,352.0,,1.0,0.0001127858418246882,9.584924168646044,,0.03
4400.0,-7.745571461794392e-08,1.1936959092373191e-06,0.9999999998123227,-0.00034511395569838526,0.0,993.0,,30.0,0.00011278584147466097,8.75230949815424,,0.05
4600.0,-1.742753469977206e-07,1.148730326439197e-06,0.9999999994369679,-0.0002936126947113131,4.0,2140.0,4.0,46.0,0.000112785841316907,7.8482159628904,2441.4,0.03
4800.0,1.3554755899300386e-07,1.389780294895733e-06,0.9999999998123227,-0.00032357881193000666,1.0,1621.0,,4.0,0.0001127858410025516,7.08928276229763,,0.05
5000.0,9.682038909146312e-09,1.703372563162709e-06,0.9999999995308066,-0.00035892506138861046,0.0,1505.0,,108.0,0.0001127858407678128,6.361487446290966,,0.02
5100.0,7.745578479683125e-08,1.8966734885588272e-06,0.9999999999061613,-0.0003791119237752302,0.0,5936.0,,37.0,0.00011278584042940083,6.00848896895326,,0.05
5200.0,1.6459349454089831e-07,2.1212605924983575e-06,1.000000000140758,-0.00040132088730688144,0.0,3516.0,,28.0,0.00011278584026388627,5.662378562474978,,0.03
5300.0,2.904593378613632e-08,2.3841712038915346e-06,0.999999999718484,-0.0004258811932440349,0.0,10109.0,,4.0,0.00011278584010920578,5.322892492346502,,0.05
5400.0,-1.0650160482721916e-07,2.6945339375568026e-06,0.9999999996715646,-0.00045319866808598056,3.0,361.0,3.0,10.0,0.00011278583993323493,4.989782780962276,1642.22,0.03
5475.0,1.3554758487658478e-07,2.9655261298679733e-06,1.0000000001876774,-0.000475794516414338,0.0,191.0,,32.0,0.00011278583977830473,4.743993213473949,,0.1
5500.0,4.84098747764179e-08,3.064346564135016e-06,0.9999999999530806,-0.0004837768182412532,1.0,5630.0,,1.0,0.00011278583962689626,4.66281459243991,,0.03
5525.0,1.161836447796774e-07,3.16785665834561e-06,1.0000000000938387,-0.0004920016894940981,0.0,10.0,,6.0,0.00011278583948344687,4.582005888470252,,0.25
5550.0,4.840987502631286e-08,3.276355106129334e-06,1.0000000000469194,-0.0005004805464448363,0.0,123.0,,1.0,0.00011278583934474862,4.501563757299801,,0.15
5575.0,-9.681924647360945e-09,3.3901646763138693e-06,0.9999999998123227,-0.0005092255317102931,1.0,179.0,1.0,1.0,0.00011278583909473834,4.421484885992861,1381.26,0.25
5600.0,5.809184586193543e-08,3.5096345752383343e-06,0.999999999859242,-0.0005182495729701781,0.0,607.0,,61.0,0.00011278583893846347,4.341766019117234,,0.05
5625.0,1.9363986853679813e-08,4.514364131766703e-06,0.9999999996715646,-0.0006794084404106958,20.0,78.0,20.0,1.0,0.000112785838785006,4.360613754889063,1420.6,0.05
5650.0,2.9045934554563538e-08,3.767100505457537e-06,0.9999999999530806,-0.0005371908530062812,0.0,380.0,,21.0,0.00011278583862808443,4.183395487731488,,0.05
5675.0,-7.745569585636204e-08,3.90595247060606e-06,0.999999999718484,-0.0005471384861104253,0.0,260.0,,250.0,0.0001127858384683391,4.104737525080314,,0.05
