strike,call_gex_m,put_gex_m,net_gex_m,call_oi,put_oi,call_vol,put_vol
1600.0,-1.0362646731489373e-05,3.250891655314182e-05,-4.2871563284631195e-05,4.0,6.0,2.0,1.0
1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,3.250431003992388e-05,-3.250431003992388e-05,0.0,3.0,0.0,3.0
2200.0,0.0,2.8807669711717103e-05,-2.8807669711717103e-05,0.0,2.0,0.0,1.0
2400.0,0.0,0.0014417568213870122,-0.0014417568213870122,0.0,77.0,0.0,50.0
2600.0,0.0,0.002245739146355962,-0.002245739146355962,0.0,196.0,2.0,50.0
2800.0,0.0,0.0004428529749069873,-0.0004428529749069873,0.0,20.0,0.0,6.0
3000.0,0.0,0.0007109937139101911,-0.0007109937139101911,0.0,32.0,2.0,10.0
3200.0,0.0,0.0023051554168788168,-0.0023051554168788168,0.0,90.0,0.0,2.0
3400.0,0.0,0.0026495103542558745,-0.0026495103542558745,0.0,131.0,0.0,3.0
3600.0,0.0,0.0050633729426983656,-0.0050633729426983656,0.0,148.0,0.0,4.0
3800.0,0.0,0.007391876689579615,-0.007391876689579615,0.0,273.0,0.0,4.0
4000.0,0.013076185191750874,0.011808461366255376,0.0012677238254954985,140.0,375.0,14.0,10.0
4200.0,0.0,0.025358821338728212,-0.025358821338728212,0.0,689.0,0.0,1.0
4400.0,0.00012538653088137058,0.04834758473274186,-0.04822219820186049,1.0,1117.0,2.0,2.0
4600.0,0.0012438110506195082,0.4479435205648977,-0.44669970951427823,6.0,8735.0,5.0,1.0
4800.0,0.0002455530646169796,0.2040842592389744,-0.20383870617435743,1.0,3329.0,0.0,2506.0
4900.0,0.0,0.02422554655163783,-0.02422554655163783,0.0,360.0,0.0,5.0
5000.0,0.25298523953109797,0.23196480119999835,0.021020438331099622,1007.0,3131.0,3.0,141.0
5050.0,0.0005288290736417762,0.25115833772743423,-0.25062950865379247,4.0,3227.0,30.0,1000.0
5100.0,0.0,1.3561511389487177,-1.3561511389487177,0.0,16572.0,0.0,31.0
5150.0,0.0,0.03487298600411615,-0.03487298600411615,0.0,325.0,0.0,2.0
5200.0,0.00060780029337198,5.196241907788927,-5.195634107495556,2.0,45971.0,1.0,125.0
5250.0,0.00022930769251909008,0.010905226864926136,-0.010675919172407046,1.0,114.0,1.0,10.0
5300.0,0.0009441207035244075,5.957988742560118,-5.957044621856594,2.0,47359.0,1.0,121.0
5350.0,0.0004971729187282676,0.009923697030018889,-0.009426524111290621,1.0,93.0,1.0,1.0
5400.0,0.0012178430480497642,0.4192928865169641,-0.41807504346891433,3.0,3714.0,2.0,199.0
5450.0,0.0,0.016982059037871488,-0.016982059037871488,0.0,142.0,0.0,1.0
5475.0,0.0,0.08103151234406072,-0.08103151234406072,0.0,658.0,0.0,1.0
5500.0,0.005959824229594186,0.4899068563443362,-0.483947032114742,8.0,3862.0,1.0,501.0
5525.0,0.0,0.08784063866417668,-0.08784063866417668,0.0,672.0,0.0,626.0
5550.0,0.0,0.23404920885173627,-0.23404920885173627,0.0,1737.0,0.0,1001.0
5575.0,0.0,0.022370474434361156,-0.022370474434361156,0.0,161.0,0.0,1.0
5600.0,0.014411146767327231,0.8995807063127289,-0.8851695595454017,22.0,6276.0,2.0,213.0
5625.0,0.006402056078528125,0.18549552093723187,-0.17909346485870375,22.0,1254.0,22.0,1.0
5650.0,0.001079089110957024,0.23824039190720483,-0.2371613027962478,2.0,1560.0,1.0,2.0
