strike,call_gex_m,put_gex_m,net_gex_m,call_oi,put_oi,call_vol,put_vol
2600.0,0.0,3.925348830177063e-05,-3.925348830177063e-05,0.0,2.0,0.0,1.0
2800.0,0.0,0.0001503808871759235,-0.0001503808871759235,0.0,9.0,0.0,1.0
3000.0,0.0,1.9274897582389994e-05,-1.9274897582389994e-05,0.0,1.0,0.0,1.0
3200.0,8.484545936091979e-10,0.0045368335945086226,-0.004536832746054029,1.0,150.0,1.0,1.0
3400.0,0.0,0.005357008248425162,-0.005357008248425162,0.0,136.0,0.0,1.0
3600.0,0.0,0.0003858735827040454,-0.0003858735827040454,0.0,16.0,0.0,1.0
3800.0,0.0,0.008350239586333085,-0.008350239586333085,0.0,298.0,0.0,6.0
4000.0,0.0,0.0019620071145189976,-0.0019620071145189976,0.0,60.0,0.0,4.0
4200.0,-0.0,0.009822603959804563,-0.009822603959804563,0.0,256.0,0.0,88.0
4400.0,-0.0,0.04867716145170221,-0.04867716145170221,0.0,1074.0,0.0,2.0
4600.0,0.0,0.025096901938916085,-0.025096901938916085,0.0,465.0,0.0,40.0
4800.0,-0.0,0.06938102840670478,-0.06938102840670478,0.0,1069.0,0.0,60.0
5000.0,1.6967723743338099e-09,0.22587996914297037,-0.225879967446198,1.0,2860.0,1.0,1149.0
5100.0,0.0,0.06568619342830312,-0.06568619342830312,0.0,750.0,0.0,86.0
5200.0,0.0,0.08775952143358483,-0.08775952143358483,0.0,900.0,0.0,1.0
5300.0,0.0,0.05888670948410765,-0.05888670948410765,0.0,540.0,0.0,1.0
5400.0,0.0,3.852832897670947,-3.852832897670947,0.0,31436.0,1.0,400.0
5475.0,0.0,0.22556962865502084,-0.22556962865502084,0.0,1680.0,0.0,1300.0
5500.0,0.0,0.086988263609229,-0.086988263609229,0.0,628.0,0.0,300.0
5525.0,0.0,0.07090590665284671,-0.07090590665284671,0.0,496.0,0.0,100.0
5550.0,0.0,0.021253882948941677,-0.021253882948941677,0.0,144.0,0.0,20.0
5575.0,-0.0,0.021495661510261777,-0.021495661510261777,0.0,141.0,0.0,80.0
5600.0,4.24210195670221e-09,0.6649509114897436,-0.6649509072476416,1.0,4221.0,1.0,82.0
5625.0,6.363204241435762e-09,0.03420019851972678,-0.034200192156522535,1.0,210.0,1.0,1.0
5650.0,-0.0,0.07293423665327996,-0.07293423665327996,0.0,433.0,0.0,170.0
5675.0,-0.0,0.08697286412843089,-0.08697286412843089,0.0,499.0,0.0,189.0
5700.0,0.0,0.2544218927874511,-0.2544218927874511,0.0,1410.0,0.0,1.0
5725.0,0.0,0.0413047009609179,-0.0413047009609179,0.0,221.0,0.0,1.0
5750.0,-0.0,0.05733212797407151,-0.05733212797407151,0.0,296.0,0.0,1.0
5775.0,0.0,0.0498072369610381,-0.0498072369610381,0.0,248.0,0.0,100.0
5800.0,-0.0,0.12585074324765577,-0.12585074324765577,0.0,604.0,0.0,55.0
5825.0,0.0,0.04563855134796636,-0.04563855134796636,0.0,211.0,0.0,1.0
5850.0,-0.0,0.12266886219619115,-0.12266886219619115,0.0,546.0,0.0,254.0
5875.0,4.2422729822914906e-10,0.06818492518659347,-0.06818492476236618,1.0,292.0,1.0,195.0
5900.0,-8.484340743611244e-09,3.9002883022871573,-3.900288310771498,2.0,16060.0,2.0,81.0
5925.0,0.0,0.018956178718121476,-0.018956178718121476,0.0,75.0,0.0,3.0
5950.0,0.0,0.0687025099346116,-0.0687025099346116,0.0,261.0,0.0,9.0
5975.0,-0.0,0.11138252423874143,-0.11138252423874143,0.0,406.0,0.0,120.0
6000.0,-5.090453952751863e-09,0.8375329557679247,-0.8375329608583787,2.0,2927.0,2.0,12.0
6025.0,-0.0,0.05286685657138945,-0.05286685657138945,0.0,177.0,0.0,30.0
6030.0,-0.0,0.014461724092479783,-0.014461724092479783,0.0,48.0,0.0,3.0
6040.0,1.8665180251707838e-08,0.11189825695290553,-0.11189823828772529,4.0,296.0,11.0,3.0
6050.0,0.0,0.26654167302015797,-0.26654167302015797,0.0,693.0,0.0,1.0
6060.0,0.0,0.006261930680670427,-0.006261930680670427,0.0,16.0,0.0,1.0
6070.0,-0.0,0.024694111267120598,-0.024694111267120598,0.0,62.0,0.0,2.0
6075.0,-0.0,0.08357828543357912,-0.08357828543357912,0.0,208.0,0.0,6.0
6080.0,-0.0,0.007297022122892783,-0.007297022122892783,0.0,18.0,0.0,16.0
6090.0,0.0,0.03425166499443636,-0.03425166499443636,0.0,83.0,0.0,10.0
6100.0,2.5367769787724184e-07,0.36048011921300543,-0.36047986553530753,23.0,858.0,19.0,44.0
6110.0,0.0,0.02051988719747606,-0.02051988719747606,0.0,59.0,0.0,35.0
6120.0,1.527166971003085e-07,0.03472387312867867,-0.034723720411981567,30.0,98.0,19.0,1.0
6125.0,2.9694713806316497e-08,0.06551273187955704,-0.06551270218484323,5.0,149.0,6.0,1.0
6130.0,1.1432493034501923e-07,0.020412377899407474,-0.02041226357447713,11.0,46.0,3.0,5.0
6140.0,4.0300054253113225e-08,0.029802231735855802,-0.02980219143580155,5.0,81.0,3.0,2.0
6150.0,0.0,0.18750757628906844,-0.18750757628906844,0.0,500.0,0.0,755.0
6160.0,2.5452406620664933e-08,0.04931678549495946,-0.04931676004255284,4.0,129.0,4.0,10.0
6170.0,0.0,0.04755472080230416,-0.04755472080230416,0.0,122.0,0.0,28.0
6175.0,0.0,0.10430897502768162,-0.10430897502768162,0.0,265.0,0.0,121.0
6180.0,0.0,0.04928992231061927,-0.04928992231061927,0.0,124.0,0.0,1.0
6190.0,3.8178404725490885e-09,0.023109430446667648,-0.023109426628827177,1.0,57.0,1.0,1.0
6200.0,4.878460026991505e-09,0.27545032847023654,-0.2754503235917765,1.0,666.0,2.0,40.0
6210.0,0.0,0.0468408698776798,-0.0468408698776798,0.0,111.0,0.0,10.0
6220.0,0.0,0.018086861005154664,-0.018086861005154664,0.0,42.0,0.0,4.0
6225.0,0.0,0.139654560566095,-0.139654560566095,0.0,321.0,2.0,1.0
6230.0,0.0,0.039999082428281436,-0.039999082428281436,0.0,91.0,0.0,58.0
6235.0,0.0,0.019540663940171545,-0.019540663940171545,0.0,44.0,0.0,1.0
6240.0,0.0,0.07359180149254137,-0.07359180149254137,0.0,164.0,0.0,2.0
6245.0,0.0,0.014963032778646163,-0.014963032778646163,0.0,33.0,0.0,3.0
